gamma1_Cz,gamma2_Cz,gamma3_Cz,gamma4_Cz,gamma5_Cz,gamma6_Cz,gamma1_Fz,gamma2_Fz,gamma3_Fz,gamma4_Fz,gamma5_Fz,gamma6_Fz
1.16913467392334 ,0.343079699670341 ,1.36656019603161 ,1.05113909095188 ,1.87036947675261 ,2.03706089605633 ,1.320811851624 ,0.579611288152824 ,1.66949193879078 ,1.41950137393398 ,2.81822973679262 ,3.17912540550515 
1.68285611311769 ,1.08994489859839 ,1.12407386088518 ,1.41345194731045 ,2.24782832002523 ,2.3573983357016 ,1.90562033934718 ,1.24620366466736 ,1.24817524952251 ,1.59361627393652 ,2.49014237012561 ,2.60187396580699 
0.907542916750235 ,0.675226767786053 ,1.08749116839242 ,0.687486296623415 ,0.644366778044127 ,0.588867558406538 ,1.07670464114021 ,0.764174782544275 ,1.2712122057963 ,0.950609152992718 ,1.09685998530861 ,1.1030642150069 
1.66097110670196 ,1.00089728846922 ,1.44839019240261 ,0.449931594162205 ,1.27499299493875 ,1.5161208502856 ,1.6809863870435 ,1.05379445513246 ,1.69127204491396 ,0.406226111459488 ,0.954082127258168 ,1.22152180690103 
0.933469523015995 ,1.81733414227175 ,1.28238844145368 ,0.495625087969362 ,0.861550457595508 ,0.959630179131843 ,1.09037277309104 ,1.91310415568073 ,1.52747134377387 ,0.574040671825614 ,1.02196710063961 ,1.19231665684273 
1.13004473815232 ,0.983245268222838 ,0.920096600371183 ,0.94785663080234 ,1.18010287300945 ,1.13348772130932 ,1.28358257655835 ,0.991816925755494 ,1.1775817768864 ,0.934238408657938 ,0.969346918980203 ,0.84722618062996 
1.11836425056483 ,0.985360010423719 ,1.15187654099505 ,0.753157451874287 ,1.18911960619593 ,1.43172579612349 ,1.22503164077914 ,1.03216325665659 ,1.37190544360207 ,0.706140428912959 ,1.09785041364002 ,1.43453363027052 
0.989800214773589 ,0.712158912092426 ,1.12374940939519 ,0.525563128657311 ,0.467737037229462 ,0.478781466752918 ,1.17957661328902 ,0.778681927116804 ,1.32584771032692 ,0.761751356302425 ,0.581990041246018 ,0.378064324499825 
1.21038125399925 ,0.861715904930832 ,1.12146057777728 ,0.276624126247105 ,0.409084780973299 ,0.581020563109397 ,1.34929642543189 ,1.02445265626654 ,1.37675417236161 ,0.444291132254654 ,0.697796299414872 ,0.897707765649731 
0.511236355491069 ,1.5025715789764 ,1.10664576863847 ,1.20240825488588 ,1.83122153450585 ,1.82169575615392 ,0.721729463402064 ,1.54049709520911 ,1.31167885960554 ,1.31635495572034 ,2.04414327803535 ,2.06946893607651 
1.11935989732075 ,1.01796584316198 ,0.929681917285213 ,0.986764677772516 ,1.27330934558893 ,1.27821583515283 ,1.17264430367925 ,1.21898489279414 ,1.15450962608315 ,1.00376563957602 ,1.12497032503143 ,1.04611555781015 
1.22297775904506 ,1.08289287974854 ,1.3587268415013 ,1.00716707720002 ,1.77669801251917 ,1.9042440680997 ,1.38808187924014 ,1.0969169570765 ,1.55277221225452 ,0.945418160556 ,1.77063673641658 ,2.00965545816664 
0.657669288236588 ,0.801098885036862 ,1.18407176257023 ,0.661516506533767 ,1.13705257236751 ,1.28459053849917 ,0.979044564791416 ,0.786380977773512 ,1.35649387969301 ,0.850900922826333 ,1.20709106619945 ,1.29160455680416 
1.5798113199188 ,0.832199503123337 ,0.916171258167936 ,1.21985964847066 ,1.99693555567518 ,2.15649859183175 ,1.56682509625459 ,0.918448522604741 ,1.10707276478631 ,1.47421324826563 ,2.42142848754212 ,2.5906138220828 
0.595938640026829 ,1.00606178181917 ,1.09063960461495 ,1.42035630825583 ,2.31901240777654 ,2.41919656903545 ,0.610923275561431 ,1.18945811961771 ,1.26967955146621 ,1.64492709539788 ,2.70405947994635 ,2.86532026792791 
1.27725207107334 ,0.767591504725334 ,0.962055822688399 ,1.05170461709851 ,1.42958921417363 ,1.41315866269471 ,1.30941545201405 ,0.85763960320397 ,1.18456414021121 ,1.23392607635761 ,1.78517924348302 ,1.84823318694647 
0.730398483958134 ,0.893591906239127 ,0.945622612082588 ,1.33218940118653 ,2.04439636908695 ,2.10867274551333 ,1.06136575114017 ,1.19746822180747 ,1.28737831857658 ,1.88726370762088 ,3.31678615348137 ,3.58742647853687 
0.950068458898611 ,1.06956701717209 ,0.985444498067068 ,0.770834989137028 ,0.750530667662692 ,0.656492123820768 ,0.787452081695755 ,1.09704827036109 ,1.32509678964836 ,1.22495043296263 ,1.83873295263069 ,1.95604848139828 
